MinTemp,MaxTemp,Rainfall,WindSpeed,Humidity,Pressure,RainTomorrow
8,13.9,0.8,33,47,1015.6,1
-0.8,12.9,4.2,6,50,1023,0
-1,12.2,0,7,48,1018.5,0
1.9,14.8,0.2,11,60,1014.7,0
5.9,17.7,0.4,22,59,1008.6,1
6.9,14.3,4.8,13,74,1010,0
7.7,11.6,0.2,13,87,1015.3,1
6.8,15.2,1.2,13,61,1019.1,0
2.7,17.5,0.2,13,57,1016.8,1
5.1,15.5,1.6,11,70,1006.4,1
4.2,13.6,3.2,19,57,1019.7,0
0.6,15.6,0,6,58,1027.2,0
1.6,16.4,0,7,61,1022.5,0
5.5,18.4,0,13,51,1014.3,0
7.3,14.8,1,30,85,1001.7,1
0.2,14.1,6.6,13,57,1009.6,1
5.8,18.9,3.8,11,67,1007.1,1
8.9,17.1,1.2,22,52,1001,1
7.1,12.8,2,20,53,1008.2,1
4.2,14.4,3.6,30,56,1014.4,0
1.1,16.7,0.4,19,49,1014.6,0
1.1,18.6,0,11,51,1013.3,1
7.2,17.9,4.2,19,80,996.9,1
6.3,11.1,13.4,20,57,1015.2,1
6.7,14.2,1.4,22,72,1016.8,1
5.1,14.2,3,15,58,1021.7,0
1,16.8,0,9,45,1020.2,0
6.1,20.7,0,24,54,1010.8,1
6.3,16.9,1.4,13,58,1012.3,0
2.1,15,0,11,54,1017.9,0
1.6,16.6,0,20,47,1011.4,0
8.3,17.6,0,30,53,1002.7,0
5.7,16.5,0,30,59,1009,0
7.5,14.3,0,22,67,1011.3,0
6.5,24.7,0,22,39,1015.4,0
13.2,25.1,0,11,25,1012.2,0
4.3,17.8,0,6,29,1019.9,0
1.6,17.2,0,7,44,1019.1,0
2.8,21.1,0,9,39,1016.8,0
6.3,19,0,2,73,1011.9,1
7.4,20.4,10.2,0,54,1018.6,0
5.4,20.6,0,11,46,1015,0
8,18.9,0.4,20,50,1013.7,0
3.7,19,0.2,15,50,1008.2,1
11.5,20.2,8.4,13,55,999.2,1
9.3,16.8,28.8,30,54,1003.8,1
8.2,18.2,1.4,24,55,1011.8,0
5.3,20.6,0,13,57,1002.9,1
6.8,12.2,6,24,72,1003.9,1
4.5,12.9,1.6,37,72,1008.4,0
5.5,17.9,0,24,56,1009.9,0
1.7,17,0,11,49,1013.4,0
4,21.4,0,17,36,1013.4,0
8.9,21.1,0,9,61,1008.8,0
11.7,22,0,11,55,1004.9,1
8.5,13.5,3.2,11,75,1015.1,1
9.6,16.2,1.8,9,75,1019.4,0
8.3,19.7,0.2,20,47,1018.6,0
5.2,16.2,0,15,77,1018.3,1
3.8,15.9,3.6,15,42,1018.5,0
1.2,16.3,0,13,43,1023.2,0
3.2,18.2,0,9,39,1025.7,0
4.6,19,0,9,36,1025.7,0
6.4,18.7,0,17,50,1016.9,0
5.8,23.3,0,20,64,999.4,1
6.6,17.7,2,30,71,997.6,1
9.5,15.1,7,30,60,1002.7,1
9.7,15.7,1.4,22,84,1007.8,1
4.1,16.6,6.8,19,56,1016.2,0
4.6,19.2,0,13,46,1021.6,0
5.1,20.3,0,9,50,1024.7,0
5.1,22.7,0,6,38,1023.7,0
6.9,26.6,0,17,31,1018.4,0
8.8,27.1,0,15,44,1017.4,0
9.1,27.1,0,13,38,1018.4,0
8.1,23.9,0,13,26,1017.6,0
7.4,25.4,0,13,28,1016.2,0
10.6,23.1,0,13,34,1013,0
10.8,22,0,15,38,1022,0
5.9,24.1,0,9,43,1023.1,0
11.3,26.8,0,9,41,1020.9,0
14.5,26.9,0,20,50,1020.6,0
13.7,29.1,0,11,46,1019.5,0
15.6,30.8,0,11,38,1019,0
17.8,34,0,17,35,1017.3,0
18.7,32.4,0,9,47,1014.6,0
18.7,24.3,0,20,39,1011.9,0
10,23.2,0,19,27,1015.8,0
6.6,25.3,0,26,28,1017.3,0
10.8,27.9,0,15,32,1021.8,0
11.3,29.8,0,15,27,1025.3,0
13.5,31.8,0,9,29,1024.8,0
15.4,33.4,0,13,29,1020.6,0
15.9,35.2,0,11,23,1017.2,0
17.1,36,0,13,18,1017.8,0
16.7,35.1,0,28,18,1014.8,0
18.1,32.8,0,17,22,1013.9,0
13.4,35.4,0,11,25,1011.2,0
17.2,36.3,0,22,16,1006.5,0
15.3,35.1,0,13,20,1002.6,0
12.1,30.5,0,9,18,1005.9,0
11.4,33.5,0,9,18,1007.1,0
18.6,39.7,0,22,11,1004.6,0
15.3,38.2,0,13,21,1002.3,1
19.3,21,10.6,9,91,1009,1
18.3,28.3,25.8,46,67,1003.5,0
11.9,23.6,0.4,9,37,1020.6,0
12.8,25.8,0,7,40,1021.6,0
17.2,32.9,0,7,36,1016,0
21,34.5,0,39,70,1008.4,1
15.9,26.2,10.2,0,56,1008.6,0
17.1,26.4,0,24,27,1002.7,1
12.8,22.3,9.4,19,54,1000.9,1
13.2,23.9,2.4,24,35,1009.3,0
12.3,23.6,0,22,31,1016.9,0
10.6,27,0,9,29,1018.9,0
11.4,31.5,0,17,16,1014.3,0
12.3,27.5,0,20,7,1014.4,0
10.7,26.7,0,24,22,1012.9,0
11.1,30.7,0,13,23,1012.4,0
13.4,31.9,0,28,19,1009,0
18.2,24.9,0,28,45,1006,1
9.2,25.4,1.2,15,24,1009.2,0
14.2,27.4,0,19,26,1004.7,0
9.2,22.6,1,20,30,1016.3,0
9,26.5,0,15,31,1016.1,0
11.8,29.6,0,24,27,1015,0
13.6,32,0,15,25,1015.8,0
13.1,34.7,0,19,22,1015.4,0
14.6,38.6,0,20,8,1012.3,0
14.5,40.3,0,50,28,1005.7,1
12.2,26.4,3,17,19,1014.1,0
11.1,29.2,0,20,23,1014.2,0
12,31.3,0,7,21,1013.7,0
12.7,33.7,0,22,10,1009.6,0
15.1,36.6,0,19,10,1007.3,0
18.1,38.2,0,11,12,1008.8,0
22.9,34.6,0,20,29,1006.3,1
18.8,28.3,9.8,6,49,1008,0
17.1,31.3,0,7,34,1011.9,0
17.6,27.3,0,15,74,1013.9,0
17.8,35.9,0,11,23,1012.6,0
18.7,35.9,0,9,24,1017,0
19.8,36.8,0,15,15,1016.7,0
21.1,33.2,0,20,35,1012,1
19.4,31.9,5,9,40,1008.5,1
18.6,29.1,12.4,28,48,1006.2,0
12.2,29.7,0,19,32,1012.5,0
14.8,32.8,0,9,24,1013.6,0
15,35.8,0,17,13,1011.5,0
16.3,33.8,0,26,7,1011.5,0
17.4,36.4,0,13,19,1014.6,0
19.6,39.8,0,22,19,1013.1,0
20.6,42.2,0,15,8,1011.2,0
21,42.2,0,9,15,1009.1,0
24.5,42.4,0.2,33,12,1003.6,0
22.6,28.4,0.4,11,79,1012,1
15.7,31.7,3,19,28,1013.2,0
17.2,36.3,0,13,20,1011.4,0
21.8,36.6,0,30,11,1004.1,0
16.8,25.6,0,35,24,1005.5,0
10.5,22.6,0,30,30,1007,0
8.7,25.2,0,30,27,1009.7,0
11,32.9,0,19,15,1008.8,0
15.4,37.3,0,22,18,1008.1,0
19.2,41.8,0,31,9,1003.7,0
24.7,35.4,0,19,9,1006.5,0
14.4,33.7,0,15,22,1009.7,0
14.3,35.8,0,17,8,1008.1,0
15.1,35.9,0,17,10,1008.5,0
17.7,36.4,0,15,14,1007.9,0
15.2,34.4,0,22,8,1005.2,0
16,35.2,0,7,14,1007.7,0
18.9,36.5,0,9,22,1012,0
21.7,36.3,0,15,16,1009.7,0
21,38.2,0,15,19,1009.9,1
17.8,34.3,8.6,9,24,1011.7,0
17.9,35.6,0,17,23,1008.5,0
19.2,26.1,52.2,13,70,1009.4,1
19.5,30.3,5.6,22,38,1015.7,0
20.3,33.9,0,6,32,1017.5,0
23,34,0,11,32,1017.8,0
20.8,27.1,0,11,59,1007.9,0
20.5,30.3,0,20,43,1003.9,0
17.8,26.8,0,28,44,1008.8,0
17.6,29,0,13,34,1013.3,0
16.4,30.3,0,9,34,1019.6,0
15.7,31.8,0,19,35,1014.3,0
19.6,34.7,0.6,24,59,1011.2,1
20.2,26.4,3.6,9,70,1011.9,0
12.5,26.1,0.2,11,34,1016.7,0
12.8,28.5,0,11,35,1018.4,0
15,31,0,7,33,1021.3,0
18.2,29.3,1.4,20,45,1013.6,0
12.5,31.2,0,4,26,1014.2,0
18.8,30.3,20.6,7,48,1009,1
18.3,22.9,5.8,13,82,1008.8,1
18.1,25.5,66,37,38,1007.5,1
15.7,22.4,6.2,17,67,1015.9,0
10.6,25,0,4,40,1033.6,0
11.5,25.7,0,9,44,1031.4,0
12.2,26.3,0,7,37,1026,0
13.2,26.6,0,11,38,1022.3,0
12.5,28.6,0,4,28,1021,0
13.3,29.6,0,4,35,1023.3,0
15.1,30.4,0,9,36,1022.2,0
14.9,31.4,0,15,31,1017.3,0
16.7,31.9,0,19,36,1017.9,0
16.8,25.6,0,24,46,1017.7,0
9.1,25.3,0,13,36,1018.8,0
8.3,27,0,19,23,1018.6,0
10.5,28.8,0,6,31,1019.5,0
11.6,29.6,0,6,32,1018,0
12.6,30,0,11,32,1016.4,0
15.6,30.2,0,9,32,1017,0
17.2,28.7,0,13,41,1011.8,1
18.2,26.3,11,20,61,1014.9,0
16.5,26.9,0.4,11,44,1017.6,0
13.4,26.1,0,9,42,1018.1,0
11.6,25.8,0,9,44,1017.4,0
10,25.1,0,6,42,1017.4,0
12.4,24.8,0,11,41,1018.4,0
12.5,24.8,0,7,37,1018.2,0
10.3,25.3,0,9,38,1016.3,0
10.6,24.7,0,20,40,1013.3,1
15.7,23.4,3,9,69,1010.5,1
13.5,23.1,3.2,20,53,1015.3,0
10.1,21.9,0,7,55,1011.3,0
14.1,18.6,0.2,11,79,1009,1
14.2,18.7,7,35,43,1010.2,0
5.6,17.4,0,24,54,1017.3,0
4.6,19.9,0,11,49,1021.1,0
5.1,21.9,0,7,49,1020.1,0
6.1,23.5,0,6,40,1020.7,0
7.7,24.7,0,11,45,1023,0
8.5,25.4,0,11,38,1024.4,0
10.1,25.1,0,9,47,1023.2,0
11.2,25.9,0,9,46,1021.9,0
11.8,25.2,0,13,49,1020.1,0
12.3,27.5,0,7,44,1019.5,0
11.4,27.3,0,9,40,1019.4,0
11.3,29,0,15,34,1014,1
15.4,19.8,3.6,28,86,1008.7,1
10.8,18.5,17,20,40,1017.6,0
5.1,17.9,0,9,49,1023,0
7.1,16.1,0,7,58,1018,1
9.7,17.3,1.6,17,50,1019.6,0
10.5,17.7,0.4,11,69,1020.4,0
5.6,19.1,0,2,53,1024.4,0
5.9,21.1,0.2,9,46,1024.1,0
4.8,20.7,0,9,47,1024.3,0
6.8,23,0,11,39,1021.9,0
8,25.3,0.2,26,29,1011.2,1
8.9,14.5,3,22,51,1015.5,0
7.1,15.3,0,9,68,1021.6,0
5.7,17.5,0,6,56,1021.7,0
9.6,19.3,0,0,59,1021.1,0
5.7,19.5,0,4,54,1019.6,0
5,19.8,0,9,47,1015.2,0
3,15.6,0,20,47,1014.8,0
1.3,14.9,0,13,48,1021.5,0
1,17.1,0,20,55,1019.9,0
3.1,17.7,0.2,7,46,1017.1,0
2.2,18.4,0,2,44,1017.3,0
1.7,17.5,0,4,51,1018.9,0
4.5,17,0,7,50,1017.9,0
1.6,19.7,0,9,38,1018.7,0
1.4,18.5,0,7,39,1021.3,0
2.1,16.5,0,4,44,1020.4,0
1.7,17.9,0,9,42,1019.3,0
1.1,17.1,0,7,45,1020.5,0
0.9,18.1,0,13,35,1019.2,0
5.2,16.3,0,9,73,1013.3,1
10.2,14.9,10.4,7,99,1005,1
8.4,19,13.4,6,50,1010.1,0
5.7,16.6,0.2,9,59,1018,0
6.4,17,0,13,63,1014.3,1
9.4,15,28,11,89,1002.8,1
8.8,20.2,5.8,31,47,1004.8,0
10.7,19.1,0,15,48,1014.8,0
4.2,16.6,0,7,58,1018.5,0
4.3,17.7,0,4,60,1020.6,0
3.4,17.7,0,7,50,1023.5,0
3.1,18.4,0,11,53,1019.4,0
1.7,10.2,0,11,84,1015.8,0
5,15.8,0,7,61,1020.4,0
0.4,14,0,9,50,1024.3,0
3.1,12.2,0,11,49,1019.5,0
5.3,8.4,0,13,92,1011.1,1
4.9,12.9,2.4,19,57,1021.1,0
7.2,13.2,0,13,66,1019.7,0
0,13.3,0,4,51,1024.3,0
-1,13.1,0,9,47,1030.7,0
-2,13.2,0,6,50,1032,0
-0.3,12.8,0,9,65,1028.3,0
1.5,15.5,0,9,73,1022.1,1
7.4,16.2,11.6,30,65,1010.4,1
3,12.2,2.2,13,70,1018,1
6.9,15.2,1.8,20,66,1019.6,0
3.6,13.1,0,2,86,1026.7,0
5,12.5,0.4,9,83,1033.8,0
3,14.8,0,7,61,1035.2,0
3.5,16.5,0,7,52,1032.9,0
3.4,17,0,17,56,1024.7,0
7,16.1,0,2,95,1018.6,1
6.2,12.1,10.2,4,71,1020.5,0
0.6,11.9,0.2,11,54,1021.8,0
-0.6,8.3,0,9,70,1020.3,0
2.3,9.4,0,13,57,1019.4,0
5.1,9.8,0.2,9,78,1019.6,1
3.2,11.9,1.2,6,67,1024.3,0
0.2,10.9,0.2,7,70,1024,0
1,10.3,0,2,76,1029.8,0
1.5,10.8,0,0,77,1029,0
1.8,12.1,0.2,0,70,1022.8,1
2.3,13.9,5.6,15,56,1019.2,0
1.5,13.5,0,7,64,1025.1,0
2.1,14.8,0.4,6,50,1026.6,0
0,14.6,0,7,57,1027.1,0
1.5,16.1,0,28,61,1019.5,1
5,15.4,13.4,11,62,1019.6,0
3.5,15.3,0.2,0,62,1021,0
3.5,16.3,0,13,93,1008.9,1
6.2,10,21.4,19,91,1008.7,1
3.4,12.2,11,15,63,1022,0
0.6,13.1,0,2,56,1026.3,0
-0.4,11.5,0,0,69,1025.9,0
0.7,12.8,0,13,59,1018.7,1
5,13.5,1.6,4,61,1017.8,0
0.5,11.6,0.2,11,62,1024,0
0.6,12.9,0,7,58,1027.1,0
-0.5,13.8,0,11,51,1030.7,0
0.1,15.7,0,9,61,1032,0
1,14.6,0,13,60,1028.9,0
2.5,14.3,0.2,2,58,1029.1,0
1.9,14.9,0.2,9,52,1034.1,0
-1.2,15,0.2,7,52,1031.5,0
2.1,12.6,0,6,67,1022.3,1
5.8,14.8,6.2,9,80,1014.9,0
8.9,14.9,0,13,86,1013.5,1
7.5,12.3,2.2,19,85,1015.6,1
7.5,10.1,4.2,11,93,1014.6,1
5.4,14.7,18.6,19,56,1018.7,0
1.2,15.7,0,15,51,1020.1,0
0.7,12.6,0.2,13,59,1022.8,0
-0.6,13.1,0.2,9,54,1023.3,0
-1.3,12.6,0,9,58,1018.8,0
0.3,15.5,0,15,47,1019,1
4.4,16,7.2,15,77,1008.7,1
7.2,10.4,8.2,13,85,1000.1,1
4.5,14.9,10.8,28,45,1008,0
1.6,15,0,9,56,1013.5,0
3.2,13,0,24,67,1006.9,1
7.2,12.1,1.8,13,94,1004.4,1
6.4,11.8,10.2,24,65,1013.8,1
-1,12.1,3.8,9,55,1020.4,0
1.3,11.8,0.2,20,86,1006.3,1
5,15.1,15.4,30,56,1007.8,1
4.5,11.7,2,30,58,1014.8,0
6.3,12.9,0,19,68,1017.8,0
2.1,15.3,0.2,15,49,1020.5,0
4.1,12.8,0.2,7,61,1012.6,1
6.4,13.3,1.8,22,55,1010.3,1
4.2,10.7,1.8,24,65,1005.5,1
5.4,11.8,9.6,15,70,1001,1
6.8,13.4,4,20,55,1012.2,0
0.9,14.4,0,4,58,1024,0
1.9,15.2,0,6,57,1027.2,0
2.3,15.4,0,9,51,1025.2,0
2.9,14.2,0,13,61,1020.4,0
7.1,15.1,0,6,71,1014.9,0
10,16.8,0.8,9,68,1016,0
7.1,17.6,0,17,55,1017.5,1
10.1,17.7,21.8,24,87,999,1
9.8,14.2,20.8,19,67,1013.8,1
6.8,12.8,2.4,13,64,1018.7,1
2.3,15.1,1.2,11,49,1024.3,0
1.7,15.9,0,13,51,1022.6,0
7.2,14.7,0,11,90,1009.7,1
8.1,14,24.8,22,86,1006,1
2.6,15.9,3.2,13,54,1019.2,0
4.5,16.3,0,6,51,1017.5,0
6,18.7,0.4,17,47,1014.8,0
5.8,19,0,7,50,1010.3,0
5.5,13.6,0,24,58,1015.6,0
7.5,13.4,0,28,49,1017,0
4.3,14.3,0.2,20,54,1021.9,0
3.3,13.9,0,19,60,1018.8,0
2.4,16.4,0,17,55,1020.8,0
2.8,18.7,0,9,54,1023.3,0
5,19.6,0,15,64,1022.6,0
8.6,20.1,0,6,48,1021.7,0
5.7,19.9,0,17,52,1021.9,0
3.7,19.1,0,17,61,1020.7,0
5.6,19.7,0,17,52,1015.1,0
5.4,20.6,0,13,43,1017.3,0
6.5,20,0,22,50,1011.2,0
5.4,14.6,0,22,49,1015.1,0
3.7,14.3,0,26,43,1020.5,0
-0.1,14.6,0,17,45,1023.7,0
4.1,17.4,0,11,42,1024.6,0
4.8,21.1,0,15,47,1025.1,0
7.4,23,0,20,45,1025,0
8.2,23.2,0,15,52,1020.4,0
10.1,25.9,0,9,52,1019.5,0
11.1,24.9,0,20,52,1014.4,1
7.3,15.9,10,26,42,1020.7,0
4.2,19,0,15,49,1023,0
5.4,20.8,0,4,49,1023.6,0
8.2,23.2,0,19,42,1028.1,0
7.6,23.7,0,19,45,1027.2,0
14.5,19.9,0.8,19,66,1023.9,1
14.7,18,11.4,11,94,1013.7,1
12.7,19.1,19,6,69,1010.3,1
13.8,18.6,22.2,4,90,982.9,1
4.8,12.8,32.8,28,61,1008.3,0
6.3,15.4,0,17,56,1016.3,0
